date,close,open,high,low,volume
2020-11-02T00:00:00-05:00,10429.3,10456.3,10511.5,10426.8,181857000.0
2020-11-03T00:00:00-05:00,10512.2,10429.3,10512.2,10426.9,114152000.0
2020-11-04T00:00:00-05:00,10556.9,10512.2,10562.8,10512.2,75910200.0
2020-11-05T00:00:00-05:00,10629.3,10556.9,10638.1,10513.6,89506500.0
2020-11-09T00:00:00-05:00,10838.7,10680.3,10838.7,10680.3,188228000.0
2020-11-10T00:00:00-05:00,11077.2,10838.7,11123.0,10838.7,206459000.0
2020-11-11T00:00:00-05:00,10997.6,11077.2,11077.2,10982.2,174249000.0
2020-11-12T00:00:00-05:00,11017.3,10997.6,11028.4,10997.6,213677000.0
2020-11-16T00:00:00-05:00,10991.6,10953.1,10994.4,10953.1,145170000.0
2020-11-17T00:00:00-05:00,11064.0,10991.6,11076.7,10991.6,234763000.0
2020-11-18T00:00:00-05:00,10989.7,11064.0,11070.0,10989.7,121424000.0
2020-11-19T00:00:00-05:00,10898.7,10989.7,10989.7,10890.1,123623000.0
2020-11-23T00:00:00-05:00,10885.1,10858.3,10924.8,10858.3,226027000.0
2020-11-24T00:00:00-05:00,10997.4,10885.1,10999.0,10885.1,271117000.0
2020-11-25T00:00:00-05:00,11068.4,10997.4,11112.5,10997.4,238336000.0
2020-11-26T00:00:00-05:00,10981.0,11068.4,11085.8,10966.5,127712000.0
2020-11-30T00:00:00-05:00,10943.4,11009.3,11017.6,10940.4,170429000.0
2020-12-01T00:00:00-05:00,11040.8,10943.4,11041.0,10937.2,178182000.0
2020-12-02T00:00:00-05:00,11023.3,11040.8,11103.7,11023.3,219672000.0
2020-12-03T00:00:00-05:00,11015.0,11023.3,11027.7,10970.4,125695000.0
2020-12-07T00:00:00-05:00,10995.1,11024.8,11036.4,10995.1,247850000.0
2020-12-08T00:00:00-05:00,11019.1,10995.1,11019.9,10989.3,236328000.0
2020-12-09T00:00:00-05:00,11018.1,11019.1,11049.6,11013.4,183762000.0
2020-12-10T00:00:00-05:00,10987.4,11018.6,11022.8,10987.4,139079000.0
2020-12-14T00:00:00-05:00,11048.0,11003.8,11072.8,11003.8,175252000.0
2020-12-15T00:00:00-05:00,11057.6,11048.0,11100.8,11046.0,195638000.0
2020-12-16T00:00:00-05:00,10983.0,11057.6,11063.8,10983.0,154804000.0
2020-12-17T00:00:00-05:00,10844.6,10983.0,10983.0,10843.5,130097000.0
2020-12-21T00:00:00-05:00,10581.8,10890.3,10892.3,10580.5,235288000.0
2020-12-22T00:00:00-05:00,10655.9,10581.8,10655.9,10545.9,138817000.0
2020-12-23T00:00:00-05:00,10677.5,10655.9,10717.0,10655.9,171409000.0
2020-12-24T00:00:00-05:00,10683.9,10677.5,10730.1,10677.2,259637000.0
2020-12-28T00:00:00-05:00,10658.5,10585.6,10674.7,10585.6,164655000.0
2020-12-29T00:00:00-05:00,10736.9,10658.5,10737.4,10658.5,168555000.0
2020-12-30T00:00:00-05:00,10867.8,10736.9,10870.1,10736.9,188473000.0
2020-12-31T00:00:00-05:00,10845.3,10867.8,10897.5,10844.5,158441000.0
2021-01-04T00:00:00-05:00,10813.8,10845.0,10860.7,10813.1,145135000.0
2021-01-05T00:00:00-05:00,10830.0,10813.8,10855.1,10804.5,204738000.0
2021-01-06T00:00:00-05:00,10952.1,10830.0,10971.6,10830.0,139815000.0
2021-01-11T00:00:00-05:00,11278.7,11213.5,11287.1,11213.5,141281000.0
2021-01-12T00:00:00-05:00,11339.8,11278.7,11354.3,11274.8,173836000.0
2021-01-13T00:00:00-05:00,11388.9,11339.8,11388.9,11322.7,280044000.0
2021-01-14T00:00:00-05:00,11453.4,11388.9,11462.0,11380.9,149215000.0
2021-01-18T00:00:00-05:00,11450.5,11446.5,11503.3,11446.5,150444000.0
2021-01-19T00:00:00-05:00,11485.8,11450.5,11485.8,11420.7,178235000.0
2021-01-20T00:00:00-05:00,11598.9,11485.8,11604.5,11485.8,315241000.0
2021-01-21T00:00:00-05:00,11654.6,11598.9,11675.7,11598.9,241280000.0
2021-01-25T00:00:00-05:00,11509.6,11525.2,11542.3,11507.0,255474000.0
2021-01-26T00:00:00-05:00,11527.3,11509.6,11528.4,11478.6,234195000.0
2021-01-27T00:00:00-05:00,11578.8,11527.3,11591.2,11527.3,169061000.0
2021-02-01T00:00:00-05:00,11589.3,11546.1,11623.8,11546.1,176869000.0
2021-02-02T00:00:00-05:00,11637.5,11589.3,11645.7,11589.3,184859000.0
2021-02-03T00:00:00-05:00,11619.1,11637.5,11673.5,11618.9,163598000.0
2021-02-04T00:00:00-05:00,11598.9,11619.1,11632.1,11597.0,139545000.0
2021-02-08T00:00:00-05:00,11523.1,11602.8,11665.0,11523.1,431011000.0
2021-02-09T00:00:00-05:00,11447.7,11523.1,11523.1,11429.3,195458000.0
2021-02-10T00:00:00-05:00,11545.0,11447.7,11546.1,11447.7,258174000.0
2021-02-11T00:00:00-05:00,11546.3,11545.0,11584.4,11545.0,76315100.0
2021-02-15T00:00:00-05:00,11526.8,11506.7,11547.0,11506.7,92773700.0
2021-02-16T00:00:00-05:00,11534.0,11526.8,11566.0,11514.7,77402100.0
2021-02-17T00:00:00-05:00,11413.2,11534.0,11541.3,11413.1,757836000.0
2021-02-18T00:00:00-05:00,11380.5,11413.2,11429.8,11378.0,383597000.0
2021-02-22T00:00:00-05:00,11550.0,11425.9,11551.9,11425.9,273523000.0
2021-02-23T00:00:00-05:00,11416.7,11550.0,11556.3,11416.7,285912000.0
2021-02-24T00:00:00-05:00,11435.4,11416.7,11435.4,11288.3,176302000.0
2021-02-25T00:00:00-05:00,11617.9,11435.4,11621.6,11435.4,269032000.0
2021-03-01T00:00:00-05:00,11521.4,11525.0,11589.0,11519.2,177108000.0
2021-03-02T00:00:00-05:00,11471.4,11521.4,11533.5,11471.4,216132000.0
2021-03-03T00:00:00-05:00,11393.2,11471.4,11489.2,11386.7,260100000.0
2021-03-04T00:00:00-05:00,11333.9,11393.2,11410.0,11298.1,148094000.0
2021-03-08T00:00:00-05:00,11459.5,11557.9,11609.8,11459.4,200275000.0
2021-03-09T00:00:00-05:00,11337.5,11459.5,11495.5,11337.4,133135000.0
2021-03-10T00:00:00-05:00,11235.6,11337.5,11337.5,11187.6,298987000.0
2021-03-11T00:00:00-05:00,11261.4,11235.6,11273.0,11202.1,339507000.0
2021-03-15T00:00:00-04:00,11222.3,11289.6,11333.0,11222.3,196166000.0
2021-03-16T00:00:00-04:00,11190.8,11222.3,11223.6,11146.3,145121000.0
2021-03-17T00:00:00-04:00,11068.4,11190.8,11195.6,11068.4,124811000.0
2021-03-18T00:00:00-04:00,10918.4,11068.4,11068.4,10900.3,168132000.0
2021-03-22T00:00:00-04:00,10537.2,10802.3,10802.3,10537.0,148177000.0
2021-03-23T00:00:00-04:00,10471.4,10537.2,10538.2,10317.0,211279000.0
2021-03-24T00:00:00-04:00,10702.2,10471.4,10723.6,10471.4,129220000.0
2021-03-25T00:00:00-04:00,10870.5,10702.2,10870.5,10691.9,100743000.0
2021-03-29T00:00:00-04:00,10738.4,10867.7,10876.0,10733.2,128908000.0
2021-03-30T00:00:00-04:00,10739.7,10738.4,10786.1,10717.6,218467000.0
2021-03-31T00:00:00-04:00,10568.4,10739.7,10740.5,10565.6,258273000.0
2021-04-01T00:00:00-04:00,10564.9,10568.4,10601.6,10543.8,122791000.0
2021-04-05T00:00:00-04:00,10256.9,10417.1,10417.1,10149.2,160779000.0
2021-04-06T00:00:00-04:00,10263.2,10256.9,10291.6,10222.0,115366000.0
2021-04-07T00:00:00-04:00,10227.7,10263.2,10263.2,10209.4,102592000.0
2021-04-08T00:00:00-04:00,10303.5,10227.7,10312.0,10227.5,103086000.0
2021-04-12T00:00:00-04:00,10450.1,10393.1,10503.1,10392.4,192887000.0
2021-04-13T00:00:00-04:00,10305.8,10450.1,10460.6,10305.8,154154000.0
2021-04-14T00:00:00-04:00,10115.5,10305.8,10322.5,10114.7,183049000.0
2021-04-15T00:00:00-04:00,10143.2,10115.5,10212.7,10115.5,121151000.0
2021-04-19T00:00:00-04:00,10441.0,10358.3,10441.2,10351.1,75242400.0
2021-04-20T00:00:00-04:00,10620.0,10441.0,10620.0,10441.0,149632000.0
2021-04-21T00:00:00-04:00,10642.5,10620.0,10711.4,10616.8,108388000.0
2021-04-22T00:00:00-04:00,10600.1,10642.5,10643.2,10560.2,154733000.0
2021-04-26T00:00:00-04:00,10525.8,10604.3,10604.3,10507.5,99182600.0
2021-04-27T00:00:00-04:00,10591.4,10525.8,10598.9,10525.8,118636000.0
2021-04-28T00:00:00-04:00,10475.3,10591.4,10594.4,10475.3,70092800.0
2021-05-04T00:00:00-04:00,10465.6,10475.3,10475.3,10429.1,61337800.0
2021-05-05T00:00:00-04:00,10512.8,10465.6,10515.7,10418.4,112071000.0
2021-05-06T00:00:00-04:00,10588.1,10512.8,10589.1,10512.8,108213000.0
2021-05-10T00:00:00-04:00,10686.0,10643.6,10688.0,10632.0,69704000.0
2021-05-11T00:00:00-04:00,10767.8,10686.0,10771.6,10686.0,90731000.0
2021-05-17T00:00:00-04:00,10674.7,10767.8,10790.8,10673.7,133964000.0
2021-05-18T00:00:00-04:00,10780.9,10674.7,10780.9,10669.2,168600000.0
2021-05-19T00:00:00-04:00,10806.2,10780.9,10876.2,10780.9,145926000.0
2021-05-20T00:00:00-04:00,10732.0,10806.2,10816.6,10731.5,128648000.0
2021-05-24T00:00:00-04:00,10761.0,10812.1,10835.2,10760.8,127902000.0
2021-05-25T00:00:00-04:00,10531.8,10761.0,10761.0,10531.6,119708000.0
2021-05-26T00:00:00-04:00,10369.6,10531.8,10532.4,10369.6,210359000.0
2021-05-27T00:00:00-04:00,10242.3,10369.6,10374.3,10242.3,639529000.0
2021-05-31T00:00:00-04:00,10309.1,10301.6,10391.8,10301.6,452329000.0
2021-06-01T00:00:00-04:00,10240.2,10309.1,10323.5,10231.4,264447000.0
2021-06-02T00:00:00-04:00,10121.0,10240.2,10245.4,10121.0,182025000.0
2021-06-03T00:00:00-04:00,10054.8,10121.0,10122.5,10029.1,183638000.0
2021-06-07T00:00:00-04:00,10105.0,10122.4,10131.5,10091.1,158210000.0
2021-06-08T00:00:00-04:00,9963.91,10105.0,10129.0,9959.32,141390000.0
2021-06-09T00:00:00-04:00,10042.2,9963.91,10046.2,9959.91,170458000.0
2021-06-10T00:00:00-04:00,9977.9,10042.2,10054.4,9977.48,130868000.0
2021-06-14T00:00:00-04:00,9933.35,9887.19,9944.81,9837.61,62933200.0
2021-06-15T00:00:00-04:00,9891.18,9933.35,9960.83,9891.18,88814900.0
2021-06-16T00:00:00-04:00,9880.49,9891.18,9904.52,9845.3,121216000.0
2021-06-17T00:00:00-04:00,9865.59,9880.49,9906.43,9863.85,102972000.0
2021-06-21T00:00:00-04:00,10061.6,9797.91,10061.7,9797.91,184250000.0
2021-06-22T00:00:00-04:00,10206.2,10061.6,10206.2,10058.8,243559000.0
2021-06-23T00:00:00-04:00,10272.7,10206.2,10311.9,10206.2,214110000.0
2021-06-24T00:00:00-04:00,10278.9,10272.7,10285.5,10244.8,93019300.0
2021-06-28T00:00:00-04:00,10273.9,10305.0,10326.1,10261.2,228918000.0
2021-06-29T00:00:00-04:00,10123.1,10273.9,10274.8,10094.2,137401000.0
2021-06-30T00:00:00-04:00,10256.6,10123.1,10262.2,10122.8,105914000.0
2021-07-05T00:00:00-04:00,10348.3,10345.7,10387.0,10345.7,105965000.0
2021-07-06T00:00:00-04:00,10154.8,10348.3,10348.3,10147.5,84397400.0
2021-07-07T00:00:00-04:00,10277.2,10154.8,10280.0,10154.8,99084700.0
2021-07-08T00:00:00-04:00,10184.8,10277.2,10279.3,10184.8,103518000.0
2021-07-12T00:00:00-04:00,10233.7,10153.5,10233.9,10153.4,76966800.0
2021-07-13T00:00:00-04:00,10432.0,10233.7,10432.0,10233.7,78529400.0
2021-07-14T00:00:00-04:00,10602.4,10432.0,10625.6,10432.0,169342000.0
2021-07-15T00:00:00-04:00,10561.3,10602.4,10609.8,10549.6,112705000.0
2021-07-26T00:00:00-04:00,10697.3,10745.7,10757.4,10685.4,79116400.0
2021-07-27T00:00:00-04:00,10763.3,10697.3,10763.8,10697.3,143950000.0
2021-07-28T00:00:00-04:00,10769.2,10763.3,10795.1,10723.5,140647000.0
2021-07-29T00:00:00-04:00,10742.2,10769.2,10837.2,10742.2,138632000.0
2021-08-02T00:00:00-04:00,10821.9,10810.2,10874.7,10808.7,103742000.0
2021-08-03T00:00:00-04:00,10726.3,10821.9,10822.0,10726.3,111287000.0
2021-08-04T00:00:00-04:00,10718.9,10726.3,10734.7,10688.4,74244200.0
2021-08-05T00:00:00-04:00,10723.2,10718.9,10756.3,10718.9,59910300.0
2021-08-09T00:00:00-04:00,10800.4,10738.7,10808.2,10738.7,101674000.0
2021-08-10T00:00:00-04:00,10853.8,10800.4,10870.8,10798.8,89771400.0
2021-08-11T00:00:00-04:00,10884.5,10853.8,10887.7,10852.5,74489400.0
2021-08-16T00:00:00-04:00,11046.1,11029.6,11145.6,11028.4,98435500.0
2021-08-17T00:00:00-04:00,10937.7,11046.1,11061.9,10936.0,91802700.0
2021-08-18T00:00:00-04:00,10908.0,10937.7,10956.2,10906.0,83051400.0
2021-08-19T00:00:00-04:00,10808.7,10908.0,10908.0,10808.7,67573000.0
2021-08-23T00:00:00-04:00,10884.3,10690.8,10884.5,10683.2,96639500.0
2021-08-24T00:00:00-04:00,10950.2,10884.3,10953.6,10884.3,131335000.0
2021-08-25T00:00:00-04:00,11064.4,10950.2,11072.9,10950.2,133038000.0
2021-08-26T00:00:00-04:00,11125.5,11064.4,11160.4,11064.4,179149000.0
2021-08-30T00:00:00-04:00,11163.2,11113.7,11198.1,11113.7,146571000.0
2021-08-31T00:00:00-04:00,11143.8,11163.2,11192.5,11129.9,122665000.0
2021-09-01T00:00:00-04:00,11283.7,11143.8,11283.7,11143.6,99603600.0
2021-09-02T00:00:00-04:00,11301.4,11283.7,11322.0,11283.7,100727000.0
2021-09-06T00:00:00-04:00,11064.2,11095.9,11114.4,10954.8,101697000.0
2021-09-07T00:00:00-04:00,11089.8,11064.2,11122.5,11002.9,88353700.0
2021-09-08T00:00:00-04:00,11135.5,11089.8,11149.8,11085.2,55859600.0
2021-09-09T00:00:00-04:00,11056.3,11135.5,11137.1,11041.3,50081400.0
2021-09-13T00:00:00-04:00,11140.2,11036.9,11141.8,11036.9,51210800.0
2021-09-14T00:00:00-04:00,11187.8,11140.2,11206.8,11140.0,93989800.0
2021-09-15T00:00:00-04:00,11149.4,11187.8,11240.0,11117.1,80205400.0
2021-09-16T00:00:00-04:00,10996.8,11149.4,11182.7,10994.5,140815000.0
2021-09-20T00:00:00-04:00,10710.6,10889.6,10889.6,10692.5,72570800.0
2021-09-21T00:00:00-04:00,10498.5,10710.6,10711.1,10453.2,93129200.0
2021-09-22T00:00:00-04:00,10596.1,10498.5,10609.3,10498.5,57445400.0
2021-09-23T00:00:00-04:00,10642.0,10596.1,10683.2,10596.1,47681000.0
2021-09-27T00:00:00-04:00,10496.0,10649.8,10652.1,10481.1,60304300.0
2021-09-28T00:00:00-04:00,10446.8,10496.0,10499.9,10424.3,67957000.0
2021-09-29T00:00:00-04:00,10391.1,10446.8,10463.5,10345.4,54052200.0
2021-09-30T00:00:00-04:00,10517.0,10391.1,10517.0,10281.2,54957400.0
2021-10-04T00:00:00-04:00,10427.4,10366.4,10437.7,10366.1,51435300.0
2021-10-05T00:00:00-04:00,10432.6,10427.4,10473.0,10412.1,42004100.0
2021-10-06T00:00:00-04:00,10536.4,10432.6,10536.4,10432.6,73245000.0
2021-10-11T00:00:00-04:00,10714.8,10663.0,10739.8,10662.9,128472000.0
2021-10-12T00:00:00-04:00,10783.9,10714.8,10811.7,10697.6,73378700.0
2021-10-13T00:00:00-04:00,10881.4,10783.9,10882.2,10783.9,85484100.0
2021-10-14T00:00:00-04:00,10995.6,10881.4,11018.2,10881.1,92830100.0
2021-10-18T00:00:00-04:00,11276.2,11155.6,11303.9,11134.8,134396000.0
2021-10-19T00:00:00-04:00,11195.0,11276.2,11358.4,11189.4,88458500.0
2021-10-20T00:00:00-04:00,11132.1,11195.0,11227.7,11061.4,84681600.0
2021-10-25T00:00:00-04:00,11178.0,11185.9,11229.5,11096.5,104939000.0
2021-10-26T00:00:00-04:00,11256.5,11178.0,11468.6,11178.0,126416000.0
2021-10-27T00:00:00-04:00,11364.2,11256.5,11387.6,11254.3,75578500.0
2021-10-28T00:00:00-04:00,11506.6,11364.2,11506.6,11361.3,109445000.0
2021-11-01T00:00:00-04:00,11568.3,11420.2,11570.3,11419.6,97026800.0
2021-11-02T00:00:00-04:00,11676.4,11568.3,11676.4,11545.1,132819000.0
2021-11-03T00:00:00-04:00,11685.1,11676.4,11730.3,11609.4,81629400.0
2021-11-04T00:00:00-04:00,11612.8,11685.1,11685.2,11474.7,51083600.0
2021-11-08T00:00:00-05:00,11497.5,11555.6,11563.2,11468.2,66642300.0
2021-11-09T00:00:00-05:00,11588.4,11497.5,11590.4,11483.3,63545000.0
2021-11-10T00:00:00-05:00,11480.5,11588.4,11601.1,11372.6,67768300.0
2021-11-11T00:00:00-05:00,11573.1,11480.5,11602.8,11480.5,124850000.0
2021-11-15T00:00:00-05:00,11496.6,11663.0,11664.7,11475.1,75281800.0
2021-11-16T00:00:00-05:00,11413.2,11496.6,11501.5,11404.0,58244800.0
2021-11-17T00:00:00-05:00,11453.3,11413.2,11511.2,11391.0,64044900.0
2021-11-18T00:00:00-05:00,11338.0,11453.3,11480.8,11310.3,65006400.0
2021-11-22T00:00:00-05:00,11359.0,11273.1,11369.4,11255.5,55979700.0
2021-11-23T00:00:00-05:00,11369.2,11359.0,11432.2,11351.9,47907600.0
2021-11-24T00:00:00-05:00,11352.6,11369.2,11372.5,11291.4,36794400.0
2021-11-25T00:00:00-05:00,11431.2,11352.6,11451.7,11338.5,83154400.0
2021-11-29T00:00:00-05:00,11212.3,11277.8,11277.8,11202.1,62704000.0
2021-11-30T00:00:00-05:00,11395.6,11212.3,11395.6,11179.3,120064000.0
2021-12-01T00:00:00-05:00,11420.0,11395.6,11442.6,11330.1,79457100.0
2021-12-02T00:00:00-05:00,11318.4,11420.0,11440.4,11293.6,73882600.0
2021-12-06T00:00:00-05:00,11514.9,11401.3,11515.0,11385.8,185774000.0
2021-12-07T00:00:00-05:00,11538.3,11514.9,11631.0,11466.4,270448000.0
2021-12-08T00:00:00-05:00,11451.1,11538.3,11553.0,11391.1,150619000.0
2021-12-09T00:00:00-05:00,11534.6,11451.1,11545.5,11451.1,410743000.0
2021-12-13T00:00:00-05:00,11700.4,11708.0,11765.6,11700.4,122059000.0
2021-12-14T00:00:00-05:00,11618.0,11700.4,11729.0,11610.0,165229000.0
2021-12-15T00:00:00-05:00,11622.1,11618.0,11665.5,11590.2,155254000.0
2021-12-16T00:00:00-05:00,11667.7,11622.1,11739.7,11622.1,166655000.0
2021-12-20T00:00:00-05:00,11482.4,11565.7,11570.9,11440.2,122502000.0
2021-12-21T00:00:00-05:00,11524.7,11482.4,11609.0,11482.4,117286000.0
2021-12-22T00:00:00-05:00,11630.6,11524.7,11636.7,11524.6,121057000.0
2021-12-23T00:00:00-05:00,11755.5,11630.6,11776.6,11630.3,132159000.0
2021-12-27T00:00:00-05:00,11849.8,11856.2,11922.7,11834.0,115518000.0
2021-12-28T00:00:00-05:00,11913.4,11849.8,11913.4,11840.1,135928000.0
2021-12-29T00:00:00-05:00,11898.4,11913.4,11950.3,11895.3,120722000.0
2021-12-30T00:00:00-05:00,11949.2,11898.4,11959.7,11858.0,122515000.0
2022-01-03T00:00:00-05:00,11897.4,11909.7,11916.0,11870.5,79317900.0
2022-01-04T00:00:00-05:00,11982.6,11897.4,11984.2,11897.1,114479000.0
2022-01-05T00:00:00-05:00,12043.4,11982.6,12069.2,11980.9,144598000.0
2022-01-10T00:00:00-05:00,12022.7,11978.6,12040.8,11978.6,85327200.0
2022-01-11T00:00:00-05:00,12002.1,12022.7,12047.3,11979.2,104266000.0
2022-01-12T00:00:00-05:00,12060.0,12002.1,12065.4,12002.1,94048100.0
2022-01-13T00:00:00-05:00,12012.3,12060.0,12063.9,11978.8,76230100.0
2022-01-17T00:00:00-05:00,11859.1,11830.9,11871.8,11807.4,73888000.0
2022-01-18T00:00:00-05:00,11876.4,11859.1,11877.8,11805.4,59934500.0
2022-01-19T00:00:00-05:00,11715.0,11876.4,11882.3,11693.6,67148300.0
2022-01-20T00:00:00-05:00,11731.7,11715.0,11731.7,11608.6,66374500.0
2022-01-24T00:00:00-05:00,11616.1,11655.7,11671.2,11608.7,66413600.0
2022-01-25T00:00:00-05:00,11542.4,11616.1,11624.5,11516.9,52849200.0
2022-01-26T00:00:00-05:00,11499.9,11542.4,11562.0,11487.0,51107900.0
2022-01-31T00:00:00-05:00,11490.5,11457.5,11513.7,11420.5,59625000.0
2022-02-01T00:00:00-05:00,11603.3,11490.5,11603.3,11490.5,77752500.0
2022-02-02T00:00:00-05:00,11691.8,11603.3,11691.8,11603.3,102083000.0
2022-02-03T00:00:00-05:00,11638.1,11691.8,11720.7,11618.5,75512200.0
2022-02-07T00:00:00-05:00,11548.6,11689.5,11708.0,11523.8,96255300.0
2022-02-08T00:00:00-05:00,11527.9,11548.6,11576.0,11523.5,68226200.0
2022-02-09T00:00:00-05:00,11596.3,11527.9,11703.8,11527.9,107682000.0
2022-02-10T00:00:00-05:00,11578.5,11596.3,11616.2,11549.0,88627400.0
2022-02-14T00:00:00-05:00,11403.3,11438.1,11438.1,11320.2,64320700.0
2022-02-15T00:00:00-05:00,11563.4,11403.3,11563.4,11402.4,105831000.0
2022-02-16T00:00:00-05:00,11568.1,11563.4,11627.4,11523.6,76434500.0
2022-02-17T00:00:00-05:00,11535.0,11568.1,11568.1,11497.2,47925600.0
2022-02-21T00:00:00-05:00,11501.9,11371.2,11506.8,11370.5,70787400.0
2022-02-22T00:00:00-05:00,11302.5,11501.9,11503.8,11257.0,103046000.0
2022-02-23T00:00:00-05:00,11301.1,11302.5,11349.8,11294.9,47708700.0
2022-02-24T00:00:00-05:00,10890.9,11301.1,11301.1,10841.8,106393000.0
2022-02-28T00:00:00-05:00,11138.9,11174.1,11176.2,11094.0,73957000.0
2022-03-01T00:00:00-05:00,11275.8,11138.9,11297.6,11138.9,69181200.0
2022-03-02T00:00:00-05:00,11189.3,11275.8,11291.4,11186.4,75366700.0
2022-03-03T00:00:00-05:00,11305.5,11189.3,11305.5,11189.3,79407900.0
2022-03-07T00:00:00-05:00,10701.1,11094.7,11095.9,10684.1,97056900.0
2022-03-08T00:00:00-05:00,10396.8,10701.1,10701.1,10357.7,87092800.0
2022-03-09T00:00:00-05:00,10415.7,10396.8,10485.6,10395.1,68109300.0
2022-03-10T00:00:00-05:00,10453.6,10415.7,10453.6,10332.2,72172800.0
2022-03-14T00:00:00-04:00,10419.6,10480.7,10480.7,10361.1,51072300.0
2022-03-15T00:00:00-04:00,10423.1,10419.6,10424.5,10284.6,60573600.0
2022-03-16T00:00:00-04:00,10705.6,10423.1,10721.5,10423.1,166492000.0
2022-03-17T00:00:00-04:00,10726.4,10705.6,10804.9,10675.3,110027000.0
2022-03-21T00:00:00-04:00,11511.1,10973.7,11511.1,10973.7,180899000.0
